,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
89,BM1L1C1F36,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
90,BM1L1C1F37,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
91,BM1L1C1F37,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
92,BM1L1C1F37,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
93,BM1L1C1F38,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
94,BM1L1C1F38,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
95,BM1L1C1F38,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
96,BM1L1C1F39,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
97,BM1L1C1F4,BU,33,45,0.0,0.0%,135,0.0,0.0,0.0,0,57.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
98,BM1L1C1F4,LR,16,39,0.0,0.0%,78,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
99,BM1L1C1F4,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
100,BM1L1C1F40,BU,33,19,17.0,89.5%,57,36.0,51.0,6.0,"('FAI0358', 'P66')",57.0,36.0,48.0,9.0,"('P63_2', 'P63_3', 'P63_4')",45.0,0.0,0.0,0.0,0
101,BM1L1C1F40,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
102,BM1L1C1F40,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
103,BM1L1C1F41,BU,33,15,0.0,0.0%,45,0.0,0.0,0.0,0,57.0,36.0,54.0,3.0,"('P63_4',)",57.0,0.0,0.0,0.0,0
104,BM1L1C1F41,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
105,BM1L1C1F41,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
106,BM1L1C1F42,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P66',)",0.0,0.0,0.0,0.0,0,38.0,24.0,36.0,2.0,"('P66',)"
107,BM1L1C1F42,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,78.0,24.0,76.0,2.0,"('FAI0780',)"
108,BM1L1C1F42,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
109,BM1L1C1F44,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
110,BM1L1C1F44,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
111,BM1L1C1F5,BU,33,30,0.0,0.0%,60,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,60.0,0.0,0.0,0.0,0
112,BM1L1C1F5,LR,16,39,0.0,0.0%,117,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0
113,BM1L1C1F5,RR,7,21,0.0,0.0%,63,12.0,0.0,63.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,12.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,12.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
114,BM1L1C1F6,BU,33,60,58.0,96.7%,180,33.0,174.0,6.0,"('P64', 'P66')",45.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0
115,BM1L1C1F6,LR,16,39,0.0,0.0%,117,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0
116,BM1L1C1F6,RR,7,21,0.0,0.0%,63,12.0,0.0,63.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,12.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,12.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
117,BM1L1C1F7,BU,33,30,29.0,96.7%,60,22.0,58.0,2.0,"('P66',)",30.0,0.0,0.0,0.0,0,60.0,22.0,58.0,2.0,"('P66',)"
118,BM1L1C1F7,LR,16,39,0.0,0.0%,117,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0
119,BM1L1C1F7,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
120,BM1L1C1F8,BU,33,30,29.0,96.7%,60,22.0,58.0,2.0,"('P66',)",30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
121,BM1L1C1F8,LR,16,52,0.0,0.0%,156,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0
122,BM1L1C1F8,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
123,BM1L1C1F9,BU,33,64,59.0,92.2%,192,36.0,177.0,15.0,"('P63_3', 'P63_4', 'P66', 'P66', 'P64')",45.0,0.0,0.0,0.0,0,45.0,33.0,42.0,3.0,"('P66',)"
124,BM1L1C1F9,LR,16,39,0.0,0.0%,78,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
125,BM1L1C1F9,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
126,BM1L2C1F1,BU,33,34,32.0,94.1%,102,36.0,96.0,6.0,"('P63_3', 'P63_4')",135.0,0.0,0.0,0.0,0,57.0,36.0,48.0,9.0,"('P63_2', 'P63_3', 'P63_4')"
127,BM1L2C1F1,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
128,BM1L2C1F1,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
129,BM1L2C1F10,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
130,BM1L2C1F10,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
131,BM1L2C1F10,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
132,BM1L2C1F11,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
133,BM1L2C1F11,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
134,BM1L2C1F11,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
135,BM1L2C1F114,BU,33,19,18.0,94.7%,19,12.0,18.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
136,BM1L2C1F114,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
137,BM1L2C1F114,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
138,BM1L2C1F12,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
139,BM1L2C1F12,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
140,BM1L2C1F12,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
141,BM1L2C1F13,BU,33,30,0.0,0.0%,90,0.0,0.0,0.0,0,45.0,33.0,42.0,3.0,"('P66',)",45.0,0.0,0.0,0.0,0
142,BM1L2C1F13,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
143,BM1L2C1F13,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
144,BM1L2C1F14,LR,16,26,25.0,96.2%,52,24.0,50.0,2.0,"('FAI0780',)",26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
145,BM1L2C1F14,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
146,BM1L2C1F15,LR,16,65,0.0,0.0%,130,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
147,BM1L2C1F15,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
148,BM1L2C1F16,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
149,BM1L2C1F16,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
150,BM1L2C1F16,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
151,BM1L2C1F17,BU,33,45,0.0,0.0%,90,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
152,BM1L2C1F17,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
153,BM1L2C1F17,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
154,BM1L2C1F18,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
155,BM1L2C1F18,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
156,BM1L2C1F18,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
157,BM1L2C1F19,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
158,BM1L2C1F19,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,24.0,24.0,2.0,"('FAI0780',)"
159,BM1L2C1F19,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
160,BM1L2C1F2,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
161,BM1L2C1F2,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
162,BM1L2C1F2,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
163,BM1L2C1F20,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P66',)",30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
164,BM1L2C1F20,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
165,BM1L2C1F20,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
166,BM1L2C1F21,BU,33,19,0.0,0.0%,38,0.0,0.0,0.0,0,60.0,0.0,0.0,0.0,0,38.0,0.0,0.0,0.0,0
167,BM1L2C1F21,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,104.0,0.0,0.0,0.0,0
168,BM1L2C1F21,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
169,BM1L2C1F22,BU,33,19,16.0,84.2%,57,36.0,48.0,9.0,"('P63_2', 'P63_3', 'P63_4')",114.0,36.0,111.0,3.0,"('P63_3',)",114.0,0.0,0.0,0.0,0
170,BM1L2C1F22,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
171,BM1L2C1F22,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
172,BM1L2C1F23,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
173,BM1L2C1F23,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
174,BM1L2C1F23,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
175,BM1L2C1F24,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
176,BM1L2C1F24,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,24.0,18.0,8.0,"('M130_1', 'M130_2', 'FAI0288', 'FAI0780')"
177,BM1L2C1F24,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
178,BM1L2C1F25,BU,33,19,0.0,0.0%,38,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)",30.0,22.0,28.0,2.0,"('P66',)"
179,BM1L2C1F25,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
180,BM1L2C1F25,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
181,BM1L2C1F26,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
